#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
RPL29	RPS2	4448994	4441195	9606.ENSP00000418868	9606.ENSP00000341885	0	0	0	0	0.948	0.984	0.900	0.757	0.999
RPL10	RPL12	4448690	4442534	9606.ENSP00000413436	9606.ENSP00000354739	0.093	0	0	0	0.989	0.958	0.900	0.564	0.999
RPS29	RPS27A	4446487	4436015	9606.ENSP00000379339	9606.ENSP00000272317	0	0	0	0	0.977	0.805	0.900	0.421	0.999
RPS2	RPS15A	4441195	4439216	9606.ENSP00000341885	9606.ENSP00000318646	0.167	0	0	0	0.979	0.987	0.900	0.592	0.999
RPL18	RPL13A	4450217	4445957	9606.ENSP00000447001	9606.ENSP00000375730	0.219	0	0	0	0.994	0.991	0.900	0.661	0.999
RPLP0	RPS23	4450282	4437320	9606.ENSP00000449328	9606.ENSP00000296674	0.167	0	0	0	0.986	0.992	0.900	0.479	0.999
RPL36A	RPL35	4448320	4434707	9606.ENSP00000404375	9606.ENSP00000259469	0	0	0	0	0.801	0.951	0.900	0.621	0.999
RPL12	RPS27A	4442534	4436015	9606.ENSP00000354739	9606.ENSP00000272317	0	0	0	0	0.976	0.960	0.900	0.510	0.999
RPL36	RPL6	4450742	4448260	9606.ENSP00000464342	9606.ENSP00000403172	0	0	0	0	0.980	0.991	0.900	0.599	0.999
RPS8	RPL3	4446579	4441576	9606.ENSP00000379888	9606.ENSP00000346001	0	0	0	0	0.996	0.989	0.900	0.782	0.999
RPS24	RPS9	4448728	4437909	9606.ENSP00000414321	9606.ENSP00000302896	0	0	0	0	0.955	0.986	0.900	0.617	0.999
RPL35A	RPL15	4449013	4438491	9606.ENSP00000419117	9606.ENSP00000309334	0	0	0	0	0.993	0.992	0.900	0.700	0.999
RPL30	RPL10	4449429	4448690	9606.ENSP00000428085	9606.ENSP00000413436	0	0.383	0	0	0.965	0.973	0.900	0.273	0.999
RPL36A	RPL12	4448320	4442534	9606.ENSP00000404375	9606.ENSP00000354739	0	0	0	0	0.780	0.956	0.900	0.675	0.999
ATP5C1	ATP5O	4441891	4436853	9606.ENSP00000349142	9606.ENSP00000290299	0.219	0	0	0	0.965	0.951	0.900	0.771	0.999
RPS10	RPL11	4451602	4444414	9606.ENSP00000481646	9606.ENSP00000363676	0	0	0	0	0.997	0.992	0.900	0.818	0.999
RPS10	RPL8	4451602	4435108	9606.ENSP00000481646	9606.ENSP00000262584	0	0	0	0	0.998	0.992	0.900	0.438	0.999
RPL15	RPL37	4438491	4436119	9606.ENSP00000309334	9606.ENSP00000274242	0	0	0	0	0.907	0.960	0.900	0.702	0.999
RPL15	EEF2	4438491	4438372	9606.ENSP00000309334	9606.ENSP00000307940	0.050	0	0.211	0	0.971	0.956	0.900	0.291	0.999
RPS20	RPL19	4449502	4433313	9606.ENSP00000429374	9606.ENSP00000225430	0	0	0	0	0.997	0.961	0.900	0.571	0.999
RPS28	RPL10	4451031	4448690	9606.ENSP00000472469	9606.ENSP00000413436	0	0	0	0	0.981	0.799	0.900	0.174	0.999
RPL21	RPL37	4441579	4436119	9606.ENSP00000346027	9606.ENSP00000274242	0	0	0	0	0.908	0.960	0.900	0.478	0.999
UBA52	RPL15	4447538	4438491	9606.ENSP00000388107	9606.ENSP00000309334	0	0	0	0	0.926	0.960	0.900	0.582	0.999
RPS15	FAU	4450850	4449743	9606.ENSP00000467466	9606.ENSP00000435370	0	0	0	0	0.970	0.986	0.900	0.556	0.999
RPL37	RPS11	4436119	4435953	9606.ENSP00000274242	9606.ENSP00000270625	0	0	0	0	0.913	0.979	0.900	0.495	0.999
RPL4	RPL37	4438689	4436119	9606.ENSP00000311430	9606.ENSP00000274242	0	0	0	0	0.898	0.958	0.900	0.487	0.999
RPS25	RPL22	4449729	4441587	9606.ENSP00000435096	9606.ENSP00000346088	0	0	0	0	0.966	0.991	0.900	0.593	0.999
RPS19	RPL10A	4450976	4444285	9606.ENSP00000470972	9606.ENSP00000363018	0.219	0	0	0	0.999	0.992	0.900	0.701	0.999
RPS4X	RPS27A	4444232	4436015	9606.ENSP00000362744	9606.ENSP00000272317	0	0	0	0	0.978	0.991	0.900	0.102	0.999
RPS10	RPL18A	4451602	4433211	9606.ENSP00000481646	9606.ENSP00000222247	0	0	0	0	0.996	0.992	0.900	0.517	0.999
FAU	RPL37	4449743	4436119	9606.ENSP00000435370	9606.ENSP00000274242	0	0	0	0	0.870	0.960	0.900	0.440	0.999
RPS20	RPS9	4449502	4437909	9606.ENSP00000429374	9606.ENSP00000302896	0.167	0	0	0	0.987	0.963	0.900	0.493	0.999
RPL10	RPS3A	4448690	4441583	9606.ENSP00000413436	9606.ENSP00000346050	0	0	0	0	0.992	0.960	0.900	0.135	0.999
RPS7	RPL19	4440923	4433313	9606.ENSP00000339095	9606.ENSP00000225430	0	0	0	0	0.993	0.992	0.900	0.409	0.999
FAU	RPL11	4449743	4444414	9606.ENSP00000435370	9606.ENSP00000363676	0	0	0	0	0.965	0.986	0.900	0.220	0.999
RPL36	RPL29	4450742	4448994	9606.ENSP00000464342	9606.ENSP00000418868	0	0	0	0	0.984	0.960	0.900	0.650	0.999
RPL24	RPL10A	4446224	4444285	9606.ENSP00000377640	9606.ENSP00000363018	0	0	0	0	0.985	0.992	0.900	0.609	0.999
RPS4X	RPS2	4444232	4441195	9606.ENSP00000362744	9606.ENSP00000341885	0.219	0	0	0	0.993	0.999	0.900	0.568	0.999
RPS24	RPS3	4448728	4436296	9606.ENSP00000414321	9606.ENSP00000278572	0	0	0	0	0.992	0.904	0.900	0.673	0.999
RPL27	RPL39	4450752	4442650	9606.ENSP00000464813	9606.ENSP00000355315	0	0	0	0	0.981	0.960	0.900	0.727	0.999
RPS10	RPL10A	4451602	4444285	9606.ENSP00000481646	9606.ENSP00000363018	0	0	0	0	0.998	0.991	0.900	0.580	0.999
RPL10	RPS3	4448690	4436296	9606.ENSP00000413436	9606.ENSP00000278572	0.154	0	0	0	0.993	0.959	0.900	0.421	0.999
RPS24	EEF1A1	4448728	4440919	9606.ENSP00000414321	9606.ENSP00000339063	0	0	0	0	0.644	0.972	0.900	0.152	0.999
RPS9	RPL35	4437909	4434707	9606.ENSP00000302896	9606.ENSP00000259469	0.219	0	0	0	0.960	0.991	0.900	0.529	0.999
RPS9	RPL19	4437909	4433313	9606.ENSP00000302896	9606.ENSP00000225430	0	0	0	0	0.977	0.991	0.900	0.587	0.999
RPS17	RPL36AL	4441582	4441577	9606.ENSP00000346046	9606.ENSP00000346012	0	0	0	0	0.846	0.791	0.900	0.788	0.999
RPS20	RPL24	4449502	4446224	9606.ENSP00000429374	9606.ENSP00000377640	0	0	0	0	0.975	0.961	0.900	0.446	0.999
RPS19	RPS27A	4450976	4436015	9606.ENSP00000470972	9606.ENSP00000272317	0	0	0	0	0.947	0.990	0.900	0.529	0.999
RPL11	RPS27	4444414	4443123	9606.ENSP00000363676	9606.ENSP00000357555	0	0	0	0	0.997	0.992	0.900	0.776	0.999
RPS10	RPS29	4451602	4446487	9606.ENSP00000481646	9606.ENSP00000379339	0	0	0	0	0.997	0.957	0.900	0.940	0.999
RPS15	RPL36	4450850	4450742	9606.ENSP00000467466	9606.ENSP00000464342	0	0	0	0	0.991	0.992	0.900	0.856	0.999
RPS24	RPL9	4448728	4448124	9606.ENSP00000414321	9606.ENSP00000400467	0	0	0	0	0.997	0.958	0.900	0.742	0.999
RPL34	RPS6	4446300	4445386	9606.ENSP00000378163	9606.ENSP00000369757	0	0	0	0	0.995	0.991	0.900	0.261	0.999
ATP5A1	ATP5O	4446852	4436853	9606.ENSP00000381736	9606.ENSP00000290299	0.219	0	0	0	0.995	0.966	0.900	0.787	0.999
RPS20	RPS6	4449502	4445386	9606.ENSP00000429374	9606.ENSP00000369757	0	0	0	0	0.992	0.962	0.900	0.654	0.999
RPS27	RPS9	4443123	4437909	9606.ENSP00000357555	9606.ENSP00000302896	0	0	0	0	0.912	0.991	0.900	0.484	0.999
UBA52	RPS23	4447538	4437320	9606.ENSP00000388107	9606.ENSP00000296674	0	0	0	0	0.927	0.960	0.900	0.470	0.999
RPL21	RPS23	4441579	4437320	9606.ENSP00000346027	9606.ENSP00000296674	0	0	0	0	0.993	0.991	0.900	0.563	0.999
RPS19	RPL35A	4450976	4449013	9606.ENSP00000470972	9606.ENSP00000419117	0	0	0	0	0.988	0.992	0.900	0.907	0.999
RPS13	RPL21	4449762	4441579	9606.ENSP00000435777	9606.ENSP00000346027	0	0	0	0	0.996	0.992	0.900	0.270	0.999
RPL36A	RPL15	4448320	4438491	9606.ENSP00000404375	9606.ENSP00000309334	0	0	0	0	0.739	0.956	0.900	0.589	0.999
EIF3H	EIF3E	4449525	4433135	9606.ENSP00000429931	9606.ENSP00000220849	0	0	0	0	0.966	0.997	0.900	0.907	0.999
RPS5	RPL30	4451050	4449429	9606.ENSP00000472985	9606.ENSP00000428085	0.219	0	0	0	0.991	0.990	0.900	0.679	0.999
RPL13	RPS11	4438368	4435953	9606.ENSP00000307889	9606.ENSP00000270625	0	0	0	0	0.996	0.992	0.900	0.527	0.999
RPS25	RPL5	4449729	4443502	9606.ENSP00000435096	9606.ENSP00000359345	0	0	0	0	0.998	0.991	0.900	0.825	0.999
HLA-DRA	CD74	4446403	4432583	9606.ENSP00000378786	9606.ENSP00000009530	0	0	0	0	0.924	0.889	0.900	0.574	0.999
RPS3A	RPL35	4441583	4434707	9606.ENSP00000346050	9606.ENSP00000259469	0	0	0	0	0.997	0.992	0.900	0.522	0.999
RPL24	RPL8	4446224	4435108	9606.ENSP00000377640	9606.ENSP00000262584	0	0	0	0	0.976	0.992	0.900	0.615	0.999
RPS9	RPS3	4437909	4436296	9606.ENSP00000302896	9606.ENSP00000278572	0.219	0	0	0	0.992	0.963	0.900	0.748	0.999
RPS13	RPL29	4449762	4448994	9606.ENSP00000435777	9606.ENSP00000418868	0	0	0	0	0.992	0.960	0.900	0.501	0.999
RPL29	RPL4	4448994	4438689	9606.ENSP00000418868	9606.ENSP00000311430	0	0	0	0	0.943	0.989	0.900	0.603	0.999
RPL3	EEF1A1	4441576	4440919	9606.ENSP00000346001	9606.ENSP00000339063	0	0	0.318	0	0.952	0.564	0.900	0.520	0.999
GNB2L1	RPS16	4449378	4434174	9606.ENSP00000426909	9606.ENSP00000251453	0	0	0	0	0.996	0.967	0	0.306	0.999
RPS27A	RPL18A	4436015	4433211	9606.ENSP00000272317	9606.ENSP00000222247	0	0	0	0	0.966	0.990	0.900	0.273	0.999
UBA52	RPL22	4447538	4441587	9606.ENSP00000388107	9606.ENSP00000346088	0	0	0	0	0.926	0.960	0.900	0.463	0.999
RPS13	RPS17	4449762	4441582	9606.ENSP00000435777	9606.ENSP00000346046	0	0	0	0	0.984	0.990	0.900	0.718	0.999
RPL13	RPL8	4438368	4435108	9606.ENSP00000307889	9606.ENSP00000262584	0	0	0	0	0.996	0.992	0.900	0.730	0.999
RPL7A	RPS17	4443861	4441582	9606.ENSP00000361076	9606.ENSP00000346046	0	0	0	0	0.960	0.960	0.900	0.713	0.999
RPL10	RPL5	4448690	4443502	9606.ENSP00000413436	9606.ENSP00000359345	0.154	0	0	0	0.992	0.953	0.900	0.574	0.999
RPLP0	RPS13	4450282	4449762	9606.ENSP00000449328	9606.ENSP00000435777	0.077	0	0	0	0.996	0.990	0.900	0.320	0.999
RPS14	RPS7	4447293	4440923	9606.ENSP00000385958	9606.ENSP00000339095	0	0	0	0	0.998	0.992	0.900	0.243	0.999
RPLP0	RPS20	4450282	4449502	9606.ENSP00000449328	9606.ENSP00000429374	0.167	0	0	0	0.996	0.956	0.900	0.361	0.999
PSMD14	PSMA6	4447392	4434884	9606.ENSP00000386541	9606.ENSP00000261479	0	0	0	0	0.938	0.992	0.900	0.472	0.999
RPS19	GNB2L1	4450976	4449378	9606.ENSP00000470972	9606.ENSP00000426909	0	0	0	0	0.995	0.960	0	0.128	0.999
RPS3	RPS11	4436296	4435953	9606.ENSP00000278572	9606.ENSP00000270625	0.295	0	0	0	0.996	0.963	0.900	0.851	0.999
RPL4	RPL19	4438689	4433313	9606.ENSP00000311430	9606.ENSP00000225430	0	0	0.206	0	0.993	0.991	0.900	0.756	0.999
RPL29	RPS17	4448994	4441582	9606.ENSP00000418868	9606.ENSP00000346046	0	0	0	0	0.935	0.960	0.900	0.514	0.999
RPS10	RPL36	4451602	4450742	9606.ENSP00000481646	9606.ENSP00000464342	0	0	0	0	0.995	0.991	0.900	0.683	0.999
RPS6	RPL39	4445386	4442650	9606.ENSP00000369757	9606.ENSP00000355315	0	0	0	0	0.966	0.962	0.900	0.350	0.999
RPS28	RPL10A	4451031	4444285	9606.ENSP00000472469	9606.ENSP00000363018	0	0	0	0	0.992	0.991	0.900	0.646	0.999
RPL36A	RPS8	4448320	4446579	9606.ENSP00000404375	9606.ENSP00000379888	0	0	0	0	0.834	0.956	0.900	0.561	0.999
SRP9	SRP14	4438111	4435788	9606.ENSP00000305230	9606.ENSP00000267884	0	0	0	0	0.615	0.993	0.900	0.962	0.999
NDUFA3	NDUFS5	4448964	4444066	9606.ENSP00000418438	9606.ENSP00000362060	0	0	0	0	0.571	0.956	0.900	0.578	0.999
RPL5	RPS3	4443502	4436296	9606.ENSP00000359345	9606.ENSP00000278572	0.295	0	0.215	0	0.995	0.909	0.900	0.869	0.999
RPS5	RPS25	4451050	4449729	9606.ENSP00000472985	9606.ENSP00000435096	0	0	0	0	0.997	0.985	0.900	0.742	0.999
RPS15	RPL39	4450850	4442650	9606.ENSP00000467466	9606.ENSP00000355315	0.042	0	0	0	0.931	0.973	0.900	0.622	0.999
RPL27	RPL3	4450752	4441576	9606.ENSP00000464813	9606.ENSP00000346001	0.110	0	0	0	0.992	0.989	0.900	0.413	0.999
RPS20	RPL10A	4449502	4444285	9606.ENSP00000429374	9606.ENSP00000363018	0.167	0	0	0	0.993	0.962	0.900	0.313	0.999
FAU	RPS7	4449743	4440923	9606.ENSP00000435370	9606.ENSP00000339095	0	0	0	0	0.938	0.967	0.900	0.134	0.999
RPS8	RPL37	4446579	4436119	9606.ENSP00000379888	9606.ENSP00000274242	0	0	0	0	0.917	0.960	0.900	0.403	0.999
COX7C	COX5A	4449334	4439151	9606.ENSP00000425759	9606.ENSP00000317780	0	0	0	0	0.934	0.737	0.900	0.781	0.999
RPL6	RPS27A	4448260	4436015	9606.ENSP00000403172	9606.ENSP00000272317	0	0	0	0	0.967	0.984	0.900	0.400	0.999
PSMA1	PSMB1	4448731	4435028	9606.ENSP00000414359	9606.ENSP00000262193	0	0	0	0	0.988	0.994	0.900	0.911	0.999
RPL36A	RPL34	4448320	4446300	9606.ENSP00000404375	9606.ENSP00000378163	0	0	0	0	0.814	0.956	0.900	0.387	0.999
RPL10A	RPL21	4444285	4441579	9606.ENSP00000363018	9606.ENSP00000346027	0	0	0	0	0.999	0.992	0.900	0.428	0.999
FAU	RPL12	4449743	4442534	9606.ENSP00000435370	9606.ENSP00000354739	0	0	0	0	0.965	0.934	0.900	0.248	0.999
FAU	RPS14	4449743	4447293	9606.ENSP00000435370	9606.ENSP00000385958	0	0	0	0	0.980	0.960	0.900	0.621	0.999
RPL36A	RPL8	4448320	4435108	9606.ENSP00000404375	9606.ENSP00000262584	0	0	0	0	0.729	0.956	0.900	0.564	0.999
RPL18	RPL22	4450217	4441587	9606.ENSP00000447001	9606.ENSP00000346088	0	0	0	0	0.892	0.991	0.900	0.718	0.999
RPL24	RPL35	4446224	4434707	9606.ENSP00000377640	9606.ENSP00000259469	0	0	0	0	0.986	0.991	0.900	0.600	0.999
RPL13	RPL18A	4438368	4433211	9606.ENSP00000307889	9606.ENSP00000222247	0	0	0	0	0.996	0.991	0.900	0.402	0.999
RPS17	RPS3	4441582	4436296	9606.ENSP00000346046	9606.ENSP00000278572	0	0	0	0	0.974	0.958	0.900	0.745	0.999
RPS15	EEF2	4450850	4438372	9606.ENSP00000467466	9606.ENSP00000307940	0.167	0	0	0	0.846	0.956	0.900	0.617	0.999
RPLP0	EEF2	4450282	4438372	9606.ENSP00000449328	9606.ENSP00000307940	0.111	0	0	0	0.972	0.944	0.900	0.688	0.999
RPS6	RPL19	4445386	4433313	9606.ENSP00000369757	9606.ENSP00000225430	0	0	0	0	0.997	0.991	0.900	0.754	0.999
RPS6	RPS2	4445386	4441195	9606.ENSP00000369757	9606.ENSP00000341885	0	0	0	0	0.980	0.992	0.900	0.745	0.999
RPL10A	RPS4X	4444285	4444232	9606.ENSP00000363018	9606.ENSP00000362744	0	0	0	0	0.997	0.992	0.900	0.371	0.999
RPL27	RPS27	4450752	4443123	9606.ENSP00000464813	9606.ENSP00000357555	0	0	0	0	0.991	0.992	0.900	0.726	0.999
RPL35A	RPS14	4449013	4447293	9606.ENSP00000419117	9606.ENSP00000385958	0	0	0	0	0.996	0.992	0.900	0.818	0.999
RPS25	RPL30	4449729	4449429	9606.ENSP00000435096	9606.ENSP00000428085	0	0	0	0	0.994	0.991	0.900	0.688	0.999
RPL18	RPL7A	4450217	4443861	9606.ENSP00000447001	9606.ENSP00000361076	0.078	0	0	0	0.992	0.991	0.900	0.479	0.999
RPS20	RPL10	4449502	4448690	9606.ENSP00000429374	9606.ENSP00000413436	0.093	0	0	0	0.986	0.959	0.900	0.274	0.999
RPS15A	RPL37	4439216	4436119	9606.ENSP00000318646	9606.ENSP00000274242	0	0	0	0	0.954	0.982	0.900	0.447	0.999
RPS15	RPL35	4450850	4434707	9606.ENSP00000467466	9606.ENSP00000259469	0.295	0	0	0	0.990	0.960	0.900	0.517	0.999
RPS14	RPL37	4447293	4436119	9606.ENSP00000385958	9606.ENSP00000274242	0	0	0	0	0.924	0.960	0.900	0.695	0.999
RPL18	RPL10	4450217	4448690	9606.ENSP00000447001	9606.ENSP00000413436	0	0	0	0	0.952	0.945	0.900	0.590	0.999
RPL12	RPL18A	4442534	4433211	9606.ENSP00000354739	9606.ENSP00000222247	0.219	0	0	0	0.996	0.992	0.900	0.474	0.999
RPS3	RPL18A	4436296	4433211	9606.ENSP00000278572	9606.ENSP00000222247	0	0	0	0	0.997	0.955	0.900	0.255	0.999
RPL30	RPL13A	4449429	4445957	9606.ENSP00000428085	9606.ENSP00000375730	0.218	0	0	0	0.995	0.991	0.900	0.663	0.999
OAZ1	ODC1	4451069	4433616	9606.ENSP00000473381	9606.ENSP00000234111	0	0	0	0	0	0.900	0.900	0.914	0.999
RPS15	RPL27	4450850	4450752	9606.ENSP00000467466	9606.ENSP00000464813	0.185	0	0	0	0.964	0.992	0.900	0.562	0.999
RPL18	RPS3	4450217	4436296	9606.ENSP00000447001	9606.ENSP00000278572	0	0	0	0	0.990	0.961	0.900	0.680	0.999
RPL7A	RPL15	4443861	4438491	9606.ENSP00000361076	9606.ENSP00000309334	0	0	0	0	0.993	0.991	0.900	0.651	0.999
RPS3A	RPS3	4441583	4436296	9606.ENSP00000346050	9606.ENSP00000278572	0	0	0.265	0	0.995	0.963	0.900	0.657	0.999
RPL27	RPL36	4450752	4450742	9606.ENSP00000464813	9606.ENSP00000464342	0	0	0	0	0.987	0.992	0.900	0.607	0.999
RPL3	RPL19	4441576	4433313	9606.ENSP00000346001	9606.ENSP00000225430	0.185	0	0.284	0	0.995	0.989	0.900	0.732	0.999
RPL24	RPS3A	4446224	4441583	9606.ENSP00000377640	9606.ENSP00000346050	0	0	0	0	0.988	0.992	0.900	0.427	0.999
RPL11	EEF2	4444414	4438372	9606.ENSP00000363676	9606.ENSP00000307940	0.167	0	0	0	0.900	0.965	0.900	0.421	0.999
ATP5C1	ATP5B	4441891	4434993	9606.ENSP00000349142	9606.ENSP00000262030	0.120	0	0.434	0	0.946	0.973	0.900	0.975	0.999
RPS24	RPL13	4448728	4438368	9606.ENSP00000414321	9606.ENSP00000307889	0	0	0	0	0.992	0.799	0.900	0.375	0.999
RPS3A	RPL18A	4441583	4433211	9606.ENSP00000346050	9606.ENSP00000222247	0	0	0	0	0.997	0.992	0.900	0.131	0.999
RPLP1	RPS2	4441581	4441195	9606.ENSP00000346037	9606.ENSP00000341885	0	0	0	0	0.951	0.991	0.900	0.643	0.999
RPS10	EIF3E	4451602	4433135	9606.ENSP00000481646	9606.ENSP00000220849	0	0	0	0	0.737	0.966	0.900	0.155	0.999
RPS19	RPS17	4450976	4441582	9606.ENSP00000470972	9606.ENSP00000346046	0	0	0	0	0.963	0.967	0.900	0.915	0.999
RPL13A	RPS23	4445957	4437320	9606.ENSP00000375730	9606.ENSP00000296674	0.167	0	0	0	0.994	0.991	0.900	0.507	0.999
RPL22	RPL18A	4441587	4433211	9606.ENSP00000346088	9606.ENSP00000222247	0	0	0	0	0.912	0.992	0.900	0.425	0.999
RPS4X	RPL22	4444232	4441587	9606.ENSP00000362744	9606.ENSP00000346088	0	0	0	0	0.975	0.992	0.900	0.499	0.999
RPS15	RPS13	4450850	4449762	9606.ENSP00000467466	9606.ENSP00000435777	0	0	0	0	0.984	0.992	0.900	0.816	0.999
RPL10A	RPL12	4444285	4442534	9606.ENSP00000363018	9606.ENSP00000354739	0.167	0	0	0	0.997	0.992	0.900	0.737	0.999
RPL35A	RPS27	4449013	4443123	9606.ENSP00000419117	9606.ENSP00000357555	0	0	0	0	0.993	0.991	0.900	0.623	0.999
RPL30	RPL39	4449429	4442650	9606.ENSP00000428085	9606.ENSP00000355315	0	0	0	0	0.980	0.960	0.900	0.615	0.999
RPS17	EEF2	4441582	4438372	9606.ENSP00000346046	9606.ENSP00000307940	0	0	0	0	0.860	0.954	0.900	0.350	0.999
RPS5	RPS27A	4451050	4436015	9606.ENSP00000472985	9606.ENSP00000272317	0	0	0	0	0.964	0.992	0.900	0.350	0.999
RPL13A	RPL19	4445957	4433313	9606.ENSP00000375730	9606.ENSP00000225430	0	0	0.207	0	0.997	0.991	0.900	0.437	0.999
RPS28	RPL4	4451031	4438689	9606.ENSP00000472469	9606.ENSP00000311430	0	0	0	0	0.956	0.988	0.900	0.668	0.999
RPL10	RPL35	4448690	4434707	9606.ENSP00000413436	9606.ENSP00000259469	0.154	0	0	0	0.991	0.949	0.900	0.204	0.999
FAU	RPL5	4449743	4443502	9606.ENSP00000435370	9606.ENSP00000359345	0	0	0	0	0.928	0.991	0.900	0.396	0.999
RPL15	RPS11	4438491	4435953	9606.ENSP00000309334	9606.ENSP00000270625	0	0	0.246	0	0.993	0.992	0.900	0.413	0.999
EIF3H	EIF3K	4449525	4434054	9606.ENSP00000429931	9606.ENSP00000248342	0	0	0	0	0.487	0.996	0.900	0.858	0.999
RPL35A	RPL18A	4449013	4433211	9606.ENSP00000419117	9606.ENSP00000222247	0	0	0	0	0.993	0.989	0.900	0.739	0.999
RPS5	RPL13	4451050	4438368	9606.ENSP00000472985	9606.ENSP00000307889	0	0	0	0	0.994	0.986	0.900	0.388	0.999
ATP5J2	ATP5O	4436969	4436853	9606.ENSP00000292475	9606.ENSP00000290299	0	0	0	0	0.985	0.762	0.900	0.569	0.999
ATP5H	ATP5O	4437775	4436853	9606.ENSP00000301587	9606.ENSP00000290299	0	0	0	0	0.983	0.963	0.900	0.810	0.999
RPS17	RPS15A	4441582	4439216	9606.ENSP00000346046	9606.ENSP00000318646	0	0	0	0	0.982	0.992	0.900	0.424	0.999
RPS15	RPL10	4450850	4448690	9606.ENSP00000467466	9606.ENSP00000413436	0.154	0	0	0	0.949	0.961	0.900	0.489	0.999
RPS14	RPL35	4447293	4434707	9606.ENSP00000385958	9606.ENSP00000259469	0.219	0	0	0	0.996	0.992	0.900	0.742	0.999
RPS25	RPL6	4449729	4448260	9606.ENSP00000435096	9606.ENSP00000403172	0	0	0	0	0.996	0.991	0.900	0.677	0.999
UBA52	RPL12	4447538	4442534	9606.ENSP00000388107	9606.ENSP00000354739	0	0	0	0	0.941	0.960	0.900	0.408	0.999
RPL5	RPS7	4443502	4440923	9606.ENSP00000359345	9606.ENSP00000339095	0	0	0	0	0.999	0.979	0.900	0.549	0.999
FAU	RPL8	4449743	4435108	9606.ENSP00000435370	9606.ENSP00000262584	0	0	0	0	0.972	0.960	0.900	0.329	0.999
RPL5	RPS3A	4443502	4441583	9606.ENSP00000359345	9606.ENSP00000346050	0	0	0	0	0.997	0.987	0.900	0.752	0.999
RPL10	RPLP1	4448690	4441581	9606.ENSP00000413436	9606.ENSP00000346037	0	0	0	0	0.964	0.922	0.900	0.049	0.999
RPL12	RPL15	4442534	4438491	9606.ENSP00000354739	9606.ENSP00000309334	0	0	0	0	0.992	0.992	0.900	0.631	0.999
NDUFS5	NDUFA1	4444066	4443745	9606.ENSP00000362060	9606.ENSP00000360492	0	0	0	0	0.764	0.933	0.900	0.671	0.999
RPL36A	RPS15A	4448320	4439216	9606.ENSP00000404375	9606.ENSP00000318646	0	0	0	0	0.858	0.956	0.900	0.525	0.999
RPS13	RPLP1	4449762	4441581	9606.ENSP00000435777	9606.ENSP00000346037	0	0	0	0	0.993	0.992	0.900	0.501	0.999
RPL35A	RPS15A	4449013	4439216	9606.ENSP00000419117	9606.ENSP00000318646	0	0	0	0	0.992	0.988	0.900	0.473	0.999
RPS10	UBA52	4451602	4447538	9606.ENSP00000481646	9606.ENSP00000388107	0	0	0	0	0.874	0.958	0.900	0.396	0.999
RPS15	RPL30	4450850	4449429	9606.ENSP00000467466	9606.ENSP00000428085	0	0	0	0	0.952	0.992	0.900	0.568	0.999
RPL30	RPL11	4449429	4444414	9606.ENSP00000428085	9606.ENSP00000363676	0	0	0	0	0.995	0.992	0.900	0.755	0.999
RPL3	RPS11	4441576	4435953	9606.ENSP00000346001	9606.ENSP00000270625	0.185	0	0	0	0.999	0.991	0.900	0.611	0.999
RPL35A	RPS11	4449013	4435953	9606.ENSP00000419117	9606.ENSP00000270625	0	0	0	0	0.997	0.992	0.900	0.755	0.999
RPL18	RPL35A	4450217	4449013	9606.ENSP00000447001	9606.ENSP00000419117	0	0	0	0	0.992	0.991	0.900	0.531	0.999
RPL9	RPL8	4448124	4435108	9606.ENSP00000400467	9606.ENSP00000262584	0.219	0	0.295	0	0.997	0.991	0.900	0.662	0.999
RPL21	RPL3	4441579	4441576	9606.ENSP00000346027	9606.ENSP00000346001	0	0	0	0	0.999	0.990	0.900	0.395	0.999
RPL36A	RPL19	4448320	4433313	9606.ENSP00000404375	9606.ENSP00000225430	0	0	0	0	0.763	0.956	0.900	0.838	0.999
RPS19	RPL21	4450976	4441579	9606.ENSP00000470972	9606.ENSP00000346027	0.250	0	0	0	0.999	0.991	0.900	0.570	0.999
EEF1A1	RPS3	4440919	4436296	9606.ENSP00000339063	9606.ENSP00000278572	0	0	0.212	0	0.956	0.807	0.900	0.396	0.999
RPL18	RPS25	4450217	4449729	9606.ENSP00000447001	9606.ENSP00000435096	0	0	0	0	0.972	0.991	0.900	0.546	0.999
RPS10	RPL5	4451602	4443502	9606.ENSP00000481646	9606.ENSP00000359345	0	0	0	0	0.998	0.982	0.900	0.883	0.999
RPL34	RPLP1	4446300	4441581	9606.ENSP00000378163	9606.ENSP00000346037	0	0	0	0	0.968	0.991	0.900	0.230	0.999
RPS13	RPS2	4449762	4441195	9606.ENSP00000435777	9606.ENSP00000341885	0	0	0.223	0	0.993	0.992	0.900	0.786	0.999
RPL5	RPS17	4443502	4441582	9606.ENSP00000359345	9606.ENSP00000346046	0	0	0	0	0.950	0.989	0.900	0.896	0.999
RPL36	RPL24	4450742	4446224	9606.ENSP00000464342	9606.ENSP00000377640	0	0	0	0	0.975	0.992	0.900	0.413	0.999
RPS24	RPS11	4448728	4435953	9606.ENSP00000414321	9606.ENSP00000270625	0	0	0	0	0.999	0.991	0.900	0.767	0.999
